objectid,type,title,creator,date,location,description,PEOPLE,SEARCH TERMS,subject,identifier,rights,image_small,image_thumb
2020.14.3,"Print, Digital","Digital Photograph, Lawn Sculpture, Melanie Martin, 19 March 2020",Melanie Martin,19-Mar-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of lawn sculpture created by Melanie Martin and her 4-year-old child to celebrate the first day of spring, 19 March 2020. The original lawn sculpture was made of painted sticks, fake flowers, ribbons, pipe cleaners, and fabric. The donor and her child gathered sticks and stones from their yard, which they painted together at the kitchen table. They decorated the front of the house with these painted items. They spent several days decorating during the early days of the national COVID-19 pandemic lockdown. Many neighbours walking past stopped to comment on the decorations. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Martin, Melanie","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS NEIGHBOURHOOD PANDEMIC,2020.14.3 - Digital Print,Original image and copyright maintained by Melanie Martin.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020143.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020143.jpg
2020.14.4,"Print, Digital","Digital Photograph, Lawn Sculpture, Melanie Martin, 19 March 2020",Melanie Martin,19-Mar-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of lawn sculpture created by Melanie Martin and her 4-year-old child to celebrate the first day of spring, 19 March 2020. The original lawn sculpture was made of painted sticks, fake flowers, ribbons, pipe cleaners, and fabric. The donor and her child gathered sticks and stones from their yard, which they painted together at the kitchen table. They decorated the front of the house with these painted items. They spent several days decorating during the early days of the national COVID-19 pandemic lockdown. Many neighbours walking past stopped to comment on the decorations. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Martin, Melanie","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS NEIGHBOURHOOD PANDEMIC,2020.14.4 - Digital Print,Original image and copyright maintained by Melanie Martin.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020144.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020144.jpg
2020.15.1,"Print, Digital","Digital Photograph, ""Signs of Support"" by Dave Waters, 2020","Waters, Dave",2020,"Guelph, Ontario, Canada","Colour photograph (digital file) titled ""Signs of Support"" by Dave Waters, 2020. Photograph is of a handpainted sign erected on Eramosa Road in support of front line workers during the COVID-19 pandemic. The sign reads ""Thank You Front Line Workers."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Waters, Dave","COVID-19 Pandemic, 2020 Eramosa Hill",PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - COLOUR PHOTOGRAPHY,2020.15.1 - Digital Print,Original image and copyright maintained by Dave Waters.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020151.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020151.jpg
2020.15.2,"Print, Digital","Digital Photograph, ""Signs of Support"" by Dave Waters, 2020","Waters, Dave",2020,"Guelph, Ontario, Canada","Colour photograph (digital file) titled ""Protected Bear"" taken by Dave Waters, 2020. The photograph depicts the ""Canadiana/Begging Bear"" sculpture that stands on the front lawn of the Art Gallery of Guelph building, on Gordon Street at College Avenue. The bear is dressed in personal protective equipment (PPE), including gloves and a face mask. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Waters, Dave","COVID-19 Pandemic, 2020 Gordon Street",ANIMALS - BEARS ARTS - VISUAL ARTS PANDEMIC PHOTOGRAPHS - COLOUR PHOTOGRAPHY,2020.15.2 - Digital Print,Original image and copyright maintained by Dave Waters.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020152.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020152.jpg
2020.16.1,"Print, Digital","Digital Photograph, Painted Rock, Elizabeth Bone and Jerry Daminato, April 2020","Bone, Elizabeth and Jerry Daminato",Apr-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of a painted rock inscribed with a ""thank you"" message to front line workers, April 2020. The donors discovered this painted rock along the walking trails in their neighbourhood. Some painted rocks were also placed by local mailboxes to thank the mail carriers. More rocks were left by one neighbour's front step in thanks for their work in the intensive care unit. The donor remembers the painted rocks scattered throughout the neighbourhood as ""wonderful bright spots [that] were like 'little hellos' and in isolation we don't get to spend time with others. The messages of brightness and hope and thanks were a delight to see on our walks. There are more every day. We don't know who has done this but I think it's lots of kids and families."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Bone, Elizabeth Daminato, Jerry","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS PANDEMIC,2020.16.1 - Digital Print,Original image and copyright maintained by Elizabeth Bone and Jerry Daminato.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020161.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020161.jpg
2020.16.2,"Print, Digital","Digital Photograph, Painted Rock, Elizabeth Bone and Jerry Daminato, April 2020","Bone, Elizabeth and Jerry Daminato",Apr-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of a painted rock inscribed with a ""thank you"" message to front line workers, April 2020. The donors discovered this painted rock along the walking trails in their neighbourhood. Some painted rocks were also placed by local mailboxes to thank the mail carriers. More rocks were left by one neighbour's front step in thanks for their work in the intensive care unit. The donor remembers the painted rocks scattered throughout the neighbourhood as ""wonderful bright spots [that] were like 'little hellos' and in isolation we don't get to spend time with others. The messages of brightness and hope and thanks were a delight to see on our walks. There are more every day. We don't know who has done this but I think it's lots of kids and families."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Bone, Elizabeth Daminato, Jerry","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS PANDEMIC,2020.16.2 - Digital Print,Original image and copyright maintained by Elizabeth Bone and Jerry Daminato.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020162.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020162.jpg
2020.16.3,"Print, Digital","Digital Photograph, Painted Rock, Elizabeth Bone and Jerry Daminato, April 2020","Bone, Elizabeth and Jerry Daminato",Apr-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of a painted rock in a wooded landscape, April 2020. The donors discovered this painted rock along the walking trails in their neighbourhood. Some painted rocks were also placed by local mailboxes to thank the mail carriers. More rocks were left by one neighbour's front step in thanks for their work in the intensive care unit. The donor remembers the painted rocks scattered throughout the neighbourhood as ""wonderful bright spots [that] were like 'little hellos' and in isolation we don't get to spend time with others. The messages of brightness and hope and thanks were a delight to see on our walks. There are more every day. We don't know who has done this but I think it's lots of kids and families."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Bone, Elizabeth Daminato, Jerry","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS PANDEMIC,2020.16.3 - Digital Print,Original image and copyright maintained by Elizabeth Bone and Jerry Daminato.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020163.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020163.jpg
2020.16.4,"Print, Digital","Digital Photograph, Painted Rock, Elizabeth Bone and Jerry Daminato, April 2020","Bone, Elizabeth and Jerry Daminato",Apr-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of a painted rock inscribed with a ""thank you"" message to front line workers, April 2020. The donors discovered this painted rock along the walking trails in their neighbourhood. Some painted rocks were also placed by local mailboxes to thank the mail carriers. More rocks were left by one neighbour's front step in thanks for their work in the intensive care unit. The donor remembers the painted rocks scattered throughout the neighbourhood as ""wonderful bright spots [that] were like 'little hellos' and in isolation we don't get to spend time with others. The messages of brightness and hope and thanks were a delight to see on our walks. There are more every day. We don't know who has done this but I think it's lots of kids and families."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Bone, Elizabeth Daminato, Jerry","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS PANDEMIC,2020.16.4 - Digital Print,Original image and copyright maintained by Elizabeth Bone and Jerry Daminato.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020164.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020164.jpg
2020.16.5,"Print, Digital","Digital Photograph, Painted Rocks, Elizabeth Bone and Jerry Daminato, April 2020","Bone, Elizabeth and Jerry Daminato",Apr-20,"Guelph, Ontario, Canada","Colour photograph (digital file) of two painted rocks. One is inscribed with the message: ""Stay Safe!"" The photograph was taken in April 2020. The donors discovered these painted rocks along the walking trails in their neighbourhood. Some painted rocks were also placed by local mailboxes to thank the mail carriers. More rocks were left by one neighbour's front step in thanks for their work in the intensive care unit. The donor remembers the painted rocks scattered throughout the neighbourhood as ""wonderful bright spots [that] were like 'little hellos' and in isolation we don't get to spend time with others. The messages of brightness and hope and thanks were a delight to see on our walks. There are more every day. We don't know who has done this but I think it's lots of kids and families."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Bone, Elizabeth Daminato, Jerry","COVID-19 Pandemic, 2020",ARTS - VISUAL ARTS CRAFTS PANDEMIC,2020.16.5 - Digital Print,Original image and copyright maintained by Elizabeth Bone and Jerry Daminato.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020165.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020165.jpg
2020.18.1,"Print, Digital","Digital Photograph, Social Distancing, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. The photograph was taken from a low viewpoint, near to the ground. The curb of the sidewalk runs through the centre of the photograph. On the left side of the image, the bumpers of a line of parked cars are visible. On the right side of the image, a number of people form a line. One person's legs in dark pants and light footwear are just visible in the immediate foreground. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020 Downtown Guelph",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - BLACK & WHITE,2020.18.1 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020181.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020181.jpg
2020.18.10,"Print, Digital","Digital Photograph, Social Distancing, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. The photograph was taken from a low viewpoint, near to the ground. On the left side of the image, a number of people form a line at the main entrance to the Market Fresh grocery at 10 Paisley Road. Each person stands about two metres apart, per social distancing protocols. The person in the immediate foreground wears a light-coloured shirt and pants. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020 Downtown Guelph",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - BLACK & WHITE,2020.18.10 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/20201810.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/20201810.jpg
2020.18.2,"Print, Digital","Digital Photograph, Roadside Sign, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. The photograph depicts a Guelph Mobile Signs roadside sign. It is positioned at the side of the road, near to a park. The sign reads: ""COVID-19 Questions / WDGPublichealth.ca / City of Guelph / Closures.ca"" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - COLOUR,2020.18.2 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020182.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020182.jpg
2020.18.3,"Print, Digital","Digital Photograph, Park Closure, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. The photograph depicts a closed playground. The climbing structure is roped with yellow caution tape. Brightly coloured children's toys sit in the sand of the play area. The park was temporarily closed in the spring of 2020 in accordance with the national COVID-19 pandemic lockdown measures. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - COLOUR,2020.18.3 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020183.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020183.jpg
2020.18.4,"Print, Digital","Digital Photograph, Park Pathway, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. The photograph depicts a person pushing a stroller down a paved park pathway. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - BLACK & WHITE,2020.18.4 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020184.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020184.jpg
2020.18.5,"Print, Digital","Digital Photograph, Empty Intersection, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Colour photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 pandemic lockdown in the spring of 2020. Photograph of an adult and a small child walking across Norwich Street at Norfolk Street. The adult pushes a stroller while the child walks next to him. The roadways around the pedestrians are empty. No cars or other figures are visible in the photograph. On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","COVID-19 Pandemic, 2020 Downtown Guelph Norfolk Street Norwich Street Wall-Custance Funeral Home",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - COLOUR,2020.18.5 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020185.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020185.jpg
2020.18.6,"Print, Digital","Digital Photograph, Closed Sign, Miranda Fowle, 2020","Fowle, Miranda",2020,"Guelph, Ontario, Canada","Black and white photograph (digital file) taken by Miranda Fowle in downtown Guelph during the national COVID-19 lockdown in the spring of 2020. The photograph depicts a ""closed sign"" on the door of a local business. The sign reads: ""Effective Immediately Children's Art Factory is closed to the public for drop-ins. Birthday Parties & March Break Camp are proceeding as scheduled. Further updates will be posted as soon as information is available."" On March 11, 2020, the World Health Organization declared COVID-19 a pandemic. On March 17, Ontario declared a state of emergency. In Guelph, the lockdown prompted citywide closures and social distancing protocols. Between January 15, 2020 and June 12, 2021, there were 174,918,667 confirmed cases of COVID-19 with 3,782,490 deaths worldwide and 1,398,274 confirmed cases of COVID-19 with 25,873 deaths in Canada. Accessed June 12, 2021: https://covid19.who.int/ Between January 15, 2020 and June 12, 2021, there were 539,153 confirmed cases of COVID-19 with 8,950 deaths in Ontario and 2,837 confirmed cases of COVID-19 with 43 deaths in the Wellington-Dufferin-Guelph public health unit. Accessed June 12, 2021: https://covid-19.ontario.ca/data","Fowle, Miranda","Children's Art Factory COVID-19 Pandemic, 2020 Downtown Guelph",DOCUMENTARY PANDEMIC PHOTOGRAPHERS PHOTOGRAPHS - BLACK & WHITE,2020.18.6 - Digital Print,Original image and copyright maintained by Miranda Fowle.,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020186.jpg,https://s3.amazonaws.com/pastperfectonline/images/museum_51/215/2020186.jpg
